id,full_name,MaleFemale,age,region,salary,commission,total_compensation,month,employee_type
N-782,Mariana Sanchez,Femenino,47,Chihuahua,9222.62,4850.59,14073.210000000001,Agosto,Por Hora
N-783,Mariana Garcia,Femenino,49,Guerrero,13155.96,1197.93,14353.89,Agosto,Tiempo Completo
N-784,Javier Rodriguez,Masculino,48,Jalisco,15308.85,3957.19,19266.04,Agosto,Tiempo Completo
N-785,Maria Rodriguez,Masculino,37,Veracruz,17770.14,6012.7,23782.84,Agosto,Por Hora
N-786,Mariana Ramirez,Femenino,42,Sonora,9554.1,7047.24,16601.34,Agosto,Becario
N-787,Alejandro Lopez,Masculino,42,Sonora,21969.47,755.19,22724.66,Agosto,Tiempo Completo
N-788,Daniela Garcia,Femenino,26,Sonora,10022.83,7783.74,17806.57,Agosto,Tiempo Completo
N-789,Daniela Hernandez,Masculino,31,Chihuahua,15352.94,660.86,16013.800000000001,Agosto,Becario
N-790,Rodrigo Hernandez,Masculino,58,Puebla,19147.25,5431.32,24578.57,Agosto,Tiempo Completo
N-791,Daniela Garcia,Masculino,62,Chihuahua,7453.61,2604.4,10058.01,Agosto,Becario
N-792,Daniela Hernandez,Femenino,36,Tamaulipas,19017.81,513.07,19530.88,Agosto,Tiempo Completo
N-793,Sofia Rodriguez,Femenino,28,Sonora,16117.22,600.1,16717.32,Agosto,Tiempo Completo
N-794,Daniela Lopez,Femenino,34,Tamaulipas,16960.67,8947.28,25907.949999999997,Agosto,Por Hora
N-795,Mariana Garcia,Masculino,25,Jalisco,8919.0,9395.46,18314.46,Agosto,Becario
N-796,Mariana Sanchez,Masculino,61,Ciudad de México,19053.88,5243.55,24297.43,Agosto,Becario
N-797,Daniela Lopez,Femenino,62,Ciudad de México,18334.09,6718.15,25052.239999999998,Agosto,Tiempo Completo
N-798,Miguel Ramirez,Masculino,42,Ciudad de México,6010.48,88.98,6099.459999999999,Agosto,Por Hora
N-799,Maria Gonzalez,Masculino,31,Tamaulipas,19051.78,3666.51,22718.29,Agosto,Tiempo Completo
N-800,Rodrigo Martinez,Femenino,49,Sonora,17641.23,9113.96,26755.19,Agosto,Tiempo Completo
N-801,Carlos Lopez,Femenino,25,Sonora,18696.02,6764.14,25460.16,Septiembre,Becario
N-802,Rodrigo Gonzalez,Femenino,21,Guerrero,17216.37,3096.14,20312.51,Septiembre,Becario
N-803,Javier Sanchez,Femenino,38,Puebla,7824.48,9630.86,17455.34,Septiembre,Por Hora
N-804,Rodrigo Sanchez,Femenino,42,Michoacán,8940.71,1938.64,10879.349999999999,Septiembre,Becario
N-805,Sofia Lopez,Femenino,42,Ciudad de México,16491.79,6539.23,23031.02,Septiembre,Becario
N-806,Sofia Martinez,Femenino,56,Ciudad de México,21259.32,7248.75,28508.07,Septiembre,Por Hora
N-807,Claudia Martinez,Masculino,41,Puebla,6113.03,4854.05,10967.08,Septiembre,Por Hora
N-808,Javier Lopez,Masculino,46,Michoacán,12806.87,1926.82,14733.69,Septiembre,Tiempo Completo
N-809,Mariana Garcia,Femenino,18,Chihuahua,9191.23,566.08,9757.31,Septiembre,Becario
N-810,Miguel Perez,Masculino,58,Ciudad de México,11586.29,9718.95,21305.24,Septiembre,Becario
N-811,Mariana Ramirez,Masculino,52,Veracruz,9881.88,7002.24,16884.12,Septiembre,Becario
N-812,Mariana Garcia,Femenino,44,Tamaulipas,24536.94,833.09,25370.03,Septiembre,Becario
N-813,Rodrigo Sanchez,Masculino,38,Nuevo León,23583.85,1593.43,25177.28,Septiembre,Por Hora
N-814,Mariana Hernandez,Masculino,39,Ciudad de México,7204.56,1493.96,8698.52,Septiembre,Por Hora
N-815,Sofia Perez,Femenino,26,Tamaulipas,19400.69,2081.43,21482.12,Septiembre,Becario
N-816,Mariana Garcia,Femenino,20,Nuevo León,8710.47,7664.13,16374.599999999999,Septiembre,Becario
N-817,Miguel Flores,Femenino,27,Jalisco,17753.9,3817.1,21571.0,Septiembre,Por Hora
N-818,Claudia Rodriguez,Femenino,41,Ciudad de México,7666.92,6706.99,14373.91,Septiembre,Por Hora
N-819,Maria Sanchez,Masculino,28,Veracruz,15330.06,6956.69,22286.75,Septiembre,Becario
N-820,Sofia Martinez,Masculino,55,Michoacán,24464.48,9235.0,33699.479999999996,Septiembre,Por Hora
N-821,Sofia Martinez,Masculino,36,Nuevo León,12410.22,5406.9,17817.12,Septiembre,Tiempo Completo
N-822,Alejandro Perez,Femenino,45,Guerrero,11131.63,3357.55,14489.18,Septiembre,Tiempo Completo
N-823,Claudia Lopez,Masculino,38,Ciudad de México,8967.86,3950.71,12918.57,Septiembre,Becario
N-824,Miguel Rodriguez,Femenino,55,Veracruz,12838.18,3520.03,16358.210000000001,Septiembre,Por Hora
N-825,Carlos Hernandez,Femenino,51,Nuevo León,24391.81,6116.9,30508.71,Septiembre,Por Hora
N-826,Maria Ramirez,Femenino,57,Jalisco,13680.19,8043.48,21723.67,Septiembre,Por Hora
N-827,Maria Hernandez,Femenino,58,Puebla,14316.07,409.98,14726.05,Septiembre,Becario
N-828,Maria Rodriguez,Femenino,46,Veracruz,9878.84,7681.04,17559.88,Septiembre,Tiempo Completo
N-829,Rodrigo Garcia,Femenino,61,Sonora,18409.46,8314.14,26723.6,Septiembre,Becario
N-830,Daniela Ramirez,Masculino,28,Chihuahua,16404.87,9337.4,25742.269999999997,Septiembre,Becario
N-831,Javier Perez,Femenino,65,Sonora,12518.84,6517.62,19036.46,Septiembre,Por Hora
N-832,Claudia Hernandez,Femenino,51,Ciudad de México,6277.77,4820.31,11098.080000000002,Septiembre,Por Hora
N-833,Miguel Gonzalez,Femenino,18,Jalisco,14783.59,2772.97,17556.56,Septiembre,Por Hora
N-834,Mariana Rodriguez,Masculino,46,Puebla,14443.96,9797.35,24241.309999999998,Septiembre,Tiempo Completo
N-835,Daniela Ramirez,Femenino,62,Puebla,16403.54,8182.39,24585.93,Septiembre,Tiempo Completo
N-836,Rodrigo Lopez,Masculino,54,Tamaulipas,15601.18,666.54,16267.720000000001,Septiembre,Becario
N-837,Miguel Rodriguez,Femenino,28,Tamaulipas,13149.21,2074.29,15223.5,Septiembre,Becario
N-838,Mariana Rodriguez,Masculino,32,Puebla,12955.69,7126.28,20081.97,Septiembre,Por Hora
N-839,Sofia Rodriguez,Femenino,31,Chihuahua,10185.99,6005.67,16191.66,Septiembre,Becario
N-840,Daniela Gonzalez,Femenino,61,Michoacán,8275.18,9525.05,17800.23,Septiembre,Tiempo Completo
N-841,Rodrigo Hernandez,Masculino,49,Tamaulipas,10032.24,3542.43,13574.67,Septiembre,Tiempo Completo
N-842,Mariana Ramirez,Femenino,51,Veracruz,18359.05,5741.34,24100.39,Septiembre,Por Hora
N-843,Mariana Rodriguez,Masculino,26,Veracruz,21405.0,4801.37,26206.37,Septiembre,Por Hora
N-844,Mariana Garcia,Masculino,25,Nuevo León,9331.22,8181.46,17512.68,Septiembre,Por Hora
N-845,Alejandro Garcia,Masculino,35,Tamaulipas,11686.33,597.93,12284.26,Septiembre,Becario
N-846,Rodrigo Perez,Femenino,55,Chihuahua,7812.65,6103.22,13915.869999999999,Septiembre,Por Hora
N-847,Javier Garcia,Femenino,57,Sonora,5477.06,3636.02,9113.08,Septiembre,Tiempo Completo
N-848,Mariana Perez,Femenino,21,Jalisco,6034.08,5488.05,11522.130000000001,Septiembre,Tiempo Completo
N-849,Claudia Perez,Femenino,45,Tamaulipas,11499.32,1668.47,13167.789999999999,Septiembre,Tiempo Completo
N-850,Rodrigo Ramirez,Masculino,23,Tamaulipas,11794.79,599.03,12393.820000000002,Septiembre,Tiempo Completo
N-851,Alejandro Perez,Femenino,35,Veracruz,9185.9,8543.33,17729.23,Septiembre,Becario
N-852,Daniela Hernandez,Femenino,40,Michoacán,18115.95,1180.46,19296.41,Septiembre,Por Hora
N-853,Claudia Perez,Femenino,44,Tamaulipas,20692.29,5595.98,26288.27,Septiembre,Tiempo Completo
N-854,Carlos Hernandez,Femenino,45,Sonora,8017.74,4289.79,12307.529999999999,Septiembre,Becario
N-855,Sofia Lopez,Femenino,19,Guerrero,19529.37,6304.31,25833.68,Septiembre,Tiempo Completo
N-856,Sofia Gonzalez,Masculino,48,Puebla,22155.52,1506.37,23661.89,Septiembre,Tiempo Completo
N-857,Alejandro Lopez,Femenino,20,Puebla,8244.11,776.74,9020.85,Septiembre,Tiempo Completo
N-858,Miguel Sanchez,Masculino,65,Chihuahua,24104.49,6610.54,30715.030000000002,Septiembre,Por Hora
N-859,Miguel Garcia,Femenino,26,Puebla,14383.39,9719.32,24102.71,Septiembre,Becario
N-860,Mariana Flores,Femenino,40,Sonora,21140.29,5172.02,26312.31,Septiembre,Becario
N-861,Maria Rodriguez,Femenino,25,Puebla,8397.54,9913.42,18310.96,Septiembre,Becario
N-862,Carlos Gonzalez,Masculino,18,Tamaulipas,10745.45,6937.19,17682.64,Septiembre,Becario
N-863,Sofia Ramirez,Masculino,33,Ciudad de México,7906.49,3232.65,11139.14,Septiembre,Por Hora
N-864,Maria Flores,Masculino,60,Chihuahua,24402.89,9010.35,33413.24,Septiembre,Becario
N-865,Daniela Flores,Femenino,51,Sonora,19386.5,6173.69,25560.19,Septiembre,Becario
N-866,Daniela Flores,Masculino,30,Chihuahua,20660.65,6480.47,27141.120000000003,Septiembre,Tiempo Completo
N-867,Rodrigo Martinez,Masculino,60,Tamaulipas,18132.26,6621.66,24753.92,Septiembre,Becario
N-868,Alejandro Lopez,Femenino,31,Guerrero,8162.8,5213.23,13376.029999999999,Septiembre,Becario
N-869,Miguel Martinez,Masculino,59,Chihuahua,10141.63,2082.06,12223.689999999999,Septiembre,Tiempo Completo
N-870,Rodrigo Sanchez,Femenino,61,Michoacán,6416.4,6887.54,13303.939999999999,Septiembre,Por Hora
N-871,Carlos Sanchez,Masculino,35,Jalisco,15385.11,3544.1,18929.21,Septiembre,Por Hora
N-872,Sofia Ramirez,Masculino,53,Michoacán,15105.11,5986.86,21091.97,Septiembre,Tiempo Completo
N-873,Carlos Garcia,Masculino,26,Veracruz,18152.47,827.07,18979.54,Septiembre,Becario
N-874,Mariana Lopez,Masculino,64,Tamaulipas,24615.86,7179.83,31795.690000000002,Septiembre,Becario
N-875,Maria Ramirez,Femenino,22,Guerrero,8443.32,9767.2,18210.52,Septiembre,Becario
N-876,Sofia Rodriguez,Masculino,29,Puebla,19160.96,7518.52,26679.48,Septiembre,Becario
N-877,Daniela Hernandez,Femenino,38,Veracruz,11186.46,1052.17,12238.63,Septiembre,Por Hora
N-878,Sofia Ramirez,Femenino,21,Guerrero,17377.48,1668.92,19046.4,Septiembre,Por Hora
N-879,Maria Gonzalez,Masculino,44,Michoacán,22043.88,3326.77,25370.65,Septiembre,Por Hora
N-880,Sofia Hernandez,Masculino,33,Michoacán,15664.57,2745.28,18409.85,Septiembre,Por Hora
N-881,Javier Lopez,Femenino,25,Michoacán,22673.93,3133.61,25807.54,Septiembre,Becario
N-882,Carlos Hernandez,Femenino,41,Michoacán,19228.97,2806.39,22035.36,Septiembre,Tiempo Completo
N-883,Alejandro Rodriguez,Masculino,32,Tamaulipas,23224.62,9371.49,32596.11,Septiembre,Becario
N-884,Rodrigo Flores,Masculino,38,Sonora,15610.57,4712.88,20323.45,Septiembre,Por Hora
N-885,Maria Ramirez,Femenino,40,Guerrero,15784.66,8139.46,23924.12,Septiembre,Tiempo Completo
N-886,Claudia Perez,Femenino,26,Jalisco,24577.38,8802.07,33379.45,Septiembre,Tiempo Completo
N-887,Alejandro Martinez,Femenino,37,Nuevo León,16037.18,3334.44,19371.62,Septiembre,Becario
N-888,Claudia Ramirez,Masculino,38,Ciudad de México,8168.04,1829.42,9997.46,Septiembre,Becario
N-889,Miguel Flores,Masculino,50,Jalisco,16200.64,4376.51,20577.15,Septiembre,Por Hora
N-890,Mariana Flores,Femenino,43,Sonora,8900.71,1911.96,10812.669999999998,Septiembre,Tiempo Completo
N-891,Carlos Ramirez,Femenino,30,Michoacán,11157.3,848.9,12006.199999999999,Septiembre,Tiempo Completo
N-892,Javier Rodriguez,Femenino,29,Ciudad de México,12856.01,6060.05,18916.06,Septiembre,Becario
N-893,Daniela Martinez,Femenino,52,Sonora,8583.42,2057.54,10640.96,Septiembre,Por Hora
N-894,Daniela Flores,Femenino,25,Nuevo León,9456.63,5279.99,14736.619999999999,Septiembre,Becario
N-895,Mariana Perez,Masculino,52,Guerrero,24826.28,6571.64,31397.92,Septiembre,Tiempo Completo
N-896,Rodrigo Gonzalez,Masculino,57,Sonora,11325.85,1895.89,13221.74,Septiembre,Tiempo Completo
N-897,Maria Flores,Masculino,56,Guerrero,11487.69,4502.55,15990.240000000002,Septiembre,Tiempo Completo
N-898,Carlos Sanchez,Masculino,49,Puebla,23372.86,1159.12,24531.98,Septiembre,Becario
N-899,Miguel Sanchez,Femenino,28,Tamaulipas,15725.11,3064.95,18790.06,Septiembre,Tiempo Completo
N-900,Javier Rodriguez,Femenino,57,Sonora,13679.27,756.55,14435.82,Septiembre,Tiempo Completo
N-901,Sofia Perez,Femenino,22,Nuevo León,7045.42,9375.84,16421.260000000002,Octubre,Por Hora
N-902,Alejandro Flores,Masculino,46,Guerrero,14199.7,9810.4,24010.1,Octubre,Becario
N-903,Javier Perez,Masculino,22,Ciudad de México,12325.43,5475.38,17800.81,Octubre,Tiempo Completo
N-904,Miguel Garcia,Masculino,46,Tamaulipas,6443.99,1340.97,7784.96,Octubre,Tiempo Completo
N-905,Miguel Ramirez,Femenino,35,Guerrero,7250.36,4555.03,11805.39,Octubre,Por Hora
N-906,Mariana Garcia,Femenino,63,Guerrero,10874.94,3793.43,14668.37,Octubre,Tiempo Completo
N-907,Miguel Martinez,Masculino,60,Puebla,13537.44,2232.56,15770.0,Octubre,Becario
N-908,Maria Garcia,Femenino,40,Veracruz,10840.33,4437.62,15277.95,Octubre,Becario
N-909,Rodrigo Flores,Femenino,19,Ciudad de México,19858.42,2858.57,22716.989999999998,Octubre,Tiempo Completo
N-910,Carlos Rodriguez,Femenino,38,Puebla,20017.61,6623.56,26641.170000000002,Octubre,Tiempo Completo
N-911,Javier Garcia,Masculino,59,Ciudad de México,12665.21,2520.27,15185.48,Octubre,Tiempo Completo
N-912,Mariana Sanchez,Masculino,28,Guerrero,20890.13,3238.68,24128.81,Octubre,Por Hora
N-913,Maria Sanchez,Masculino,48,Guerrero,10256.52,5957.83,16214.35,Octubre,Becario
N-914,Claudia Flores,Masculino,47,Nuevo León,21524.81,2495.84,24020.65,Octubre,Becario
N-915,Daniela Hernandez,Femenino,28,Ciudad de México,13292.21,2352.9,15645.109999999999,Octubre,Tiempo Completo
N-916,Mariana Garcia,Femenino,51,Veracruz,14465.78,1565.69,16031.470000000001,Octubre,Tiempo Completo
N-917,Sofia Martinez,Masculino,56,Guerrero,23405.62,5074.33,28479.949999999997,Octubre,Becario
N-918,Claudia Perez,Femenino,46,Tamaulipas,19670.98,1143.12,20814.1,Octubre,Becario
N-919,Javier Gonzalez,Masculino,32,Ciudad de México,10600.48,9387.66,19988.14,Octubre,Tiempo Completo
N-920,Maria Hernandez,Masculino,43,Michoacán,22982.78,5649.46,28632.239999999998,Octubre,Por Hora
N-921,Rodrigo Lopez,Masculino,25,Ciudad de México,13802.12,7630.32,21432.440000000002,Octubre,Becario
N-922,Claudia Garcia,Femenino,23,Ciudad de México,6743.62,9227.64,15971.259999999998,Octubre,Tiempo Completo
N-923,Daniela Gonzalez,Femenino,22,Sonora,6565.31,9624.32,16189.630000000001,Octubre,Por Hora
N-924,Alejandro Flores,Femenino,56,Nuevo León,21834.23,9267.34,31101.57,Octubre,Por Hora
N-925,Claudia Ramirez,Masculino,45,Guerrero,10693.41,1497.57,12190.98,Octubre,Tiempo Completo
N-926,Mariana Perez,Femenino,18,Nuevo León,20849.71,8113.45,28963.16,Octubre,Tiempo Completo
N-927,Daniela Lopez,Femenino,55,Jalisco,7325.66,5709.58,13035.24,Octubre,Becario
N-928,Rodrigo Flores,Masculino,27,Tamaulipas,9566.45,1157.27,10723.720000000001,Octubre,Becario
N-929,Maria Hernandez,Masculino,65,Puebla,20802.3,3113.0,23915.3,Octubre,Tiempo Completo
N-930,Daniela Flores,Femenino,65,Guerrero,19436.65,8262.28,27698.93,Octubre,Tiempo Completo
N-931,Javier Rodriguez,Masculino,55,Jalisco,13035.89,8410.46,21446.35,Octubre,Tiempo Completo
N-932,Daniela Hernandez,Femenino,35,Michoacán,13314.98,9751.99,23066.97,Octubre,Becario
N-933,Claudia Gonzalez,Masculino,34,Puebla,9875.58,2317.63,12193.21,Octubre,Por Hora
N-934,Javier Hernandez,Masculino,39,Ciudad de México,6276.08,9090.58,15366.66,Octubre,Tiempo Completo
N-935,Mariana Gonzalez,Masculino,31,Michoacán,20776.24,7442.3,28218.54,Octubre,Tiempo Completo
N-936,Daniela Garcia,Femenino,65,Jalisco,13325.66,1907.15,15232.81,Octubre,Por Hora
N-937,Claudia Garcia,Femenino,63,Chihuahua,22230.38,5896.12,28126.5,Octubre,Becario
N-938,Sofia Lopez,Femenino,62,Jalisco,10255.82,1921.33,12177.15,Octubre,Por Hora
N-939,Alejandro Hernandez,Masculino,34,Nuevo León,15861.99,4360.28,20222.27,Octubre,Tiempo Completo
N-940,Carlos Flores,Masculino,36,Michoacán,18677.15,4520.72,23197.870000000003,Octubre,Por Hora
N-941,Mariana Perez,Masculino,52,Michoacán,15222.87,9076.41,24299.28,Octubre,Becario
N-942,Javier Martinez,Masculino,41,Jalisco,24621.44,901.15,25522.59,Octubre,Becario
N-943,Mariana Garcia,Masculino,34,Tamaulipas,10901.74,5775.75,16677.489999999998,Octubre,Por Hora
N-944,Javier Rodriguez,Masculino,32,Nuevo León,20886.14,9636.86,30523.0,Octubre,Por Hora
N-945,Daniela Ramirez,Masculino,41,Ciudad de México,20596.53,2809.82,23406.35,Octubre,Por Hora
N-946,Carlos Sanchez,Masculino,35,Jalisco,11819.24,4650.21,16469.45,Octubre,Tiempo Completo
N-947,Claudia Ramirez,Femenino,18,Jalisco,18611.69,3865.43,22477.12,Octubre,Tiempo Completo
N-948,Alejandro Rodriguez,Masculino,32,Puebla,19065.47,8231.25,27296.72,Octubre,Becario
N-949,Carlos Lopez,Femenino,43,Guerrero,12739.16,4362.44,17101.6,Octubre,Por Hora
N-950,Rodrigo Garcia,Femenino,27,Nuevo León,21400.89,3138.09,24538.98,Octubre,Por Hora
N-951,Carlos Perez,Femenino,21,Michoacán,7233.19,4792.83,12026.02,Octubre,Por Hora
N-952,Javier Hernandez,Masculino,49,Sonora,17829.97,9021.66,26851.63,Octubre,Tiempo Completo
N-953,Rodrigo Martinez,Masculino,26,Chihuahua,20159.41,9067.12,29226.53,Octubre,Tiempo Completo
N-954,Claudia Rodriguez,Masculino,40,Veracruz,15032.59,2019.64,17052.23,Octubre,Tiempo Completo
N-955,Maria Gonzalez,Masculino,51,Nuevo León,9244.41,9942.7,19187.11,Octubre,Becario
N-956,Rodrigo Lopez,Masculino,39,Guerrero,23007.4,9531.57,32538.97,Octubre,Tiempo Completo
N-957,Claudia Sanchez,Femenino,52,Ciudad de México,20142.84,5492.03,25634.87,Octubre,Por Hora
N-958,Sofia Martinez,Femenino,32,Tamaulipas,6911.65,9168.66,16080.31,Octubre,Por Hora
N-959,Daniela Rodriguez,Femenino,55,Sonora,15038.2,7734.42,22772.620000000003,Octubre,Tiempo Completo
N-960,Alejandro Hernandez,Femenino,63,Jalisco,21496.39,6749.15,28245.54,Octubre,Becario
N-961,Claudia Martinez,Femenino,62,Guerrero,18287.4,5158.45,23445.850000000002,Octubre,Becario
N-962,Maria Perez,Femenino,54,Ciudad de México,16067.53,2273.63,18341.16,Octubre,Por Hora
N-963,Maria Flores,Femenino,40,Tamaulipas,5858.37,1081.75,6940.12,Octubre,Tiempo Completo
N-964,Rodrigo Flores,Masculino,27,Nuevo León,19256.02,9785.47,29041.489999999998,Octubre,Por Hora
N-965,Miguel Flores,Femenino,20,Jalisco,9883.65,9135.81,19019.46,Octubre,Becario
N-966,Carlos Garcia,Masculino,18,Michoacán,7678.34,2868.85,10547.19,Octubre,Tiempo Completo
N-967,Daniela Martinez,Masculino,40,Jalisco,9184.02,6516.1,15700.12,Octubre,Becario
N-968,Maria Lopez,Masculino,23,Veracruz,9889.29,6992.15,16881.440000000002,Octubre,Becario
N-969,Sofia Martinez,Masculino,18,Sonora,24150.37,8698.53,32848.9,Octubre,Por Hora
N-970,Carlos Flores,Femenino,39,Ciudad de México,10060.11,7704.81,17764.920000000002,Octubre,Becario
N-971,Claudia Lopez,Femenino,51,Tamaulipas,7240.64,7884.41,15125.05,Octubre,Becario
N-972,Rodrigo Hernandez,Masculino,59,Jalisco,16296.54,8197.9,24494.440000000002,Octubre,Por Hora
N-973,Javier Martinez,Masculino,61,Puebla,23427.48,9398.51,32825.99,Octubre,Tiempo Completo
N-974,Rodrigo Sanchez,Masculino,45,Jalisco,9967.3,4622.32,14589.619999999999,Octubre,Tiempo Completo
N-975,Miguel Garcia,Masculino,23,Chihuahua,21049.12,3807.31,24856.43,Octubre,Becario
N-976,Maria Martinez,Masculino,35,Tamaulipas,15742.43,5682.92,21425.35,Octubre,Por Hora
N-977,Maria Sanchez,Masculino,18,Puebla,6753.57,7032.93,13786.5,Octubre,Becario
N-978,Claudia Martinez,Masculino,37,Ciudad de México,21030.53,5924.11,26954.64,Octubre,Becario
N-979,Mariana Flores,Masculino,45,Guerrero,23238.56,1026.34,24264.9,Octubre,Tiempo Completo
N-980,Daniela Perez,Femenino,60,Guerrero,11351.92,4062.0,15413.92,Octubre,Tiempo Completo
N-981,Daniela Gonzalez,Femenino,50,Jalisco,6745.05,6927.05,13672.1,Octubre,Tiempo Completo
N-982,Sofia Gonzalez,Masculino,34,Ciudad de México,15466.86,7697.17,23164.03,Octubre,Becario
N-983,Claudia Sanchez,Femenino,56,Guerrero,20677.36,3962.78,24640.14,Octubre,Becario
N-984,Javier Rodriguez,Femenino,46,Sonora,5969.31,5697.77,11667.080000000002,Octubre,Becario
N-985,Alejandro Sanchez,Femenino,22,Michoacán,11800.79,9235.0,21035.79,Octubre,Tiempo Completo
N-986,Alejandro Lopez,Femenino,48,Nuevo León,16274.34,3204.63,19478.97,Octubre,Becario
N-987,Javier Hernandez,Femenino,26,Jalisco,13237.26,9397.84,22635.1,Octubre,Por Hora
N-988,Miguel Gonzalez,Masculino,41,Veracruz,9981.65,5914.67,15896.32,Octubre,Tiempo Completo
N-989,Maria Garcia,Femenino,44,Michoacán,16703.85,3826.75,20530.6,Octubre,Tiempo Completo
N-990,Carlos Martinez,Masculino,21,Puebla,24067.87,9453.31,33521.18,Octubre,Por Hora
N-991,Carlos Garcia,Masculino,31,Veracruz,18310.49,4488.22,22798.710000000003,Octubre,Tiempo Completo
N-992,Daniela Ramirez,Femenino,27,Jalisco,18959.39,8986.56,27945.949999999997,Octubre,Por Hora
N-993,Carlos Martinez,Masculino,51,Guerrero,8255.69,9667.47,17923.16,Octubre,Por Hora
N-994,Maria Flores,Femenino,47,Michoacán,23682.55,2863.16,26545.71,Octubre,Por Hora
N-995,Mariana Sanchez,Femenino,26,Nuevo León,21609.53,7017.16,28626.69,Octubre,Tiempo Completo
N-996,Alejandro Garcia,Masculino,43,Puebla,20807.21,4522.69,25329.899999999998,Octubre,Tiempo Completo
N-997,Maria Ramirez,Femenino,39,Nuevo León,10567.5,1126.42,11693.92,Octubre,Tiempo Completo
N-998,Alejandro Gonzalez,Femenino,53,Tamaulipas,10739.35,8627.55,19366.9,Octubre,Tiempo Completo
N-999,Daniela Martinez,Masculino,50,Ciudad de México,16356.82,5829.61,22186.43,Octubre,Por Hora
N-1000,Sofia Ramirez,Masculino,42,Chihuahua,10854.24,9421.12,20275.36,Octubre,Tiempo Completo
N-1001,Sofia Ramirez,Femenino,25,Nuevo León,24857.56,3728.56,28586.120000000003,Noviembre,Becario
N-1002,Javier Perez,Masculino,36,Jalisco,15060.94,7579.92,22640.86,Noviembre,Por Hora
N-1003,Mariana Hernandez,Femenino,50,Guerrero,24140.88,136.7,24277.58,Noviembre,Becario
N-1004,Miguel Lopez,Femenino,28,Jalisco,12336.15,1786.38,14122.529999999999,Noviembre,Por Hora
N-1005,Miguel Perez,Masculino,21,Veracruz,23149.4,3122.41,26271.81,Noviembre,Tiempo Completo
N-1006,Rodrigo Rodriguez,Femenino,20,Jalisco,20068.08,7239.84,27307.920000000002,Noviembre,Por Hora
N-1007,Javier Rodriguez,Femenino,38,Sonora,11987.52,8332.24,20319.760000000002,Noviembre,Tiempo Completo
N-1008,Sofia Perez,Masculino,65,Puebla,13787.79,6337.18,20124.97,Noviembre,Por Hora
N-1009,Sofia Lopez,Femenino,40,Michoacán,9024.33,359.94,9384.27,Noviembre,Tiempo Completo
N-1010,Rodrigo Garcia,Masculino,58,Nuevo León,8584.43,3339.15,11923.58,Noviembre,Tiempo Completo
N-1011,Sofia Lopez,Femenino,52,Michoacán,20327.28,6859.2,27186.48,Noviembre,Por Hora
N-1012,Daniela Rodriguez,Femenino,27,Tamaulipas,24981.12,340.48,25321.6,Noviembre,Por Hora
N-1013,Maria Sanchez,Masculino,51,Ciudad de México,20174.46,4355.92,24530.379999999997,Noviembre,Por Hora
N-1014,Maria Hernandez,Masculino,59,Michoacán,20522.42,2204.15,22726.57,Noviembre,Tiempo Completo
N-1015,Claudia Rodriguez,Femenino,29,Puebla,7109.4,8016.87,15126.27,Noviembre,Becario
N-1016,Mariana Gonzalez,Femenino,45,Guerrero,8946.79,6387.64,15334.43,Noviembre,Por Hora
N-1017,Carlos Sanchez,Masculino,55,Puebla,9156.42,8815.55,17971.97,Noviembre,Tiempo Completo
N-1018,Sofia Garcia,Femenino,43,Guerrero,12625.31,2897.11,15522.42,Noviembre,Por Hora
N-1019,Daniela Rodriguez,Masculino,50,Sonora,21705.95,3558.26,25264.21,Noviembre,Becario
N-1020,Sofia Hernandez,Masculino,29,Ciudad de México,23433.85,537.65,23971.5,Noviembre,Tiempo Completo
N-1021,Maria Martinez,Femenino,59,Jalisco,15958.82,2190.19,18149.01,Noviembre,Tiempo Completo
N-1022,Miguel Sanchez,Femenino,65,Nuevo León,13095.82,1751.84,14847.66,Noviembre,Tiempo Completo
N-1023,Miguel Gonzalez,Masculino,27,Chihuahua,22648.23,9861.59,32509.82,Noviembre,Becario
N-1024,Javier Ramirez,Femenino,33,Ciudad de México,11203.77,2102.09,13305.86,Noviembre,Por Hora
N-1025,Javier Martinez,Femenino,49,Nuevo León,14710.23,9152.19,23862.42,Noviembre,Becario
N-1026,Miguel Martinez,Masculino,55,Puebla,18634.3,5999.12,24633.42,Noviembre,Por Hora
N-1027,Miguel Sanchez,Femenino,47,Veracruz,9025.4,3555.11,12580.51,Noviembre,Tiempo Completo
N-1028,Sofia Lopez,Femenino,63,Puebla,12163.48,2132.61,14296.09,Noviembre,Becario
N-1029,Alejandro Sanchez,Masculino,54,Guerrero,24339.67,6162.45,30502.12,Noviembre,Becario
N-1030,Maria Ramirez,Femenino,30,Puebla,21733.1,2683.74,24416.839999999997,Noviembre,Becario
N-1031,Alejandro Rodriguez,Masculino,62,Tamaulipas,15492.91,947.2,16440.11,Noviembre,Tiempo Completo
N-1032,Rodrigo Martinez,Masculino,26,Sonora,24264.59,9085.2,33349.79,Noviembre,Tiempo Completo
N-1033,Miguel Sanchez,Masculino,19,Michoacán,11081.61,5367.0,16448.61,Noviembre,Becario
N-1034,Alejandro Ramirez,Femenino,42,Sonora,10295.91,723.9,11019.81,Noviembre,Tiempo Completo
N-1035,Alejandro Gonzalez,Femenino,64,Guerrero,11868.1,7145.82,19013.92,Noviembre,Tiempo Completo
N-1036,Miguel Rodriguez,Femenino,30,Michoacán,9516.32,9142.47,18658.79,Noviembre,Tiempo Completo
